date,visitor,visitor_score,home,home_score,notes,location
01/04/2003,Louisville,72,Ohio St.,64,1,
01/04/2003,Valparaiso,53,Notre Dame,55,N,"Chicago, IL"
01/04/2003,South Alabama,61,New Orleans,70,,
01/04/2003,IUPUI,79,Michigan,84,,
01/04/2003,Sacred Heart,46,Minnesota,79,,
01/04/2003,Montana,66,Purdue,84,,
01/04/2003,Drexel,53,George Mason,75,,
01/04/2003,Dartmouth,50,Harvard,67,,
01/04/2003,Florida Atlantic,69,Central Florida,80,,
01/04/2003,Morehead St.,72,Tennessee Tech,70,,
01/04/2003,NC Greensboro,94,East Tennessee St.,96,1,
01/04/2003,West Virginia,45,St. Louis,75,,
01/04/2003,Northern Iowa,55,Wichita St.,79,,
01/04/2003,Missouri Kansas City,46,Kansas,100,N,"Kansas City, MO"
01/04/2003,Belmont,52,Samford,51,,
01/04/2003,Murray St.,54,Southern Mississippi,56,,
01/04/2003,Niagara,63,Bucknell,52,n,"Pottsville, PA"
01/04/2003,Iona,87,St. Peter's,80,,
01/04/2003,Ball St.,104,Akron,105,1,
01/04/2003,Central Michigan,62,Miami OH,71,,
01/04/2003,Hawaii,63,Boise St.,65,1,
01/04/2003,sacramento st.,83,Lipscomb,71,,
01/04/2003,Denver,75,Nebraska,79,1,
01/04/2003,Bowling Green,64,Northern Illinois,63,,
01/04/2003,Bradley,45,Southwest Missouri St.,67,,
01/04/2003,Wake Forest,68,Richmond,62,,
01/04/2003,Ohio,75,Kentucky,83,n,"Cincinnati, OH"
01/04/2003,Wagner,57,Maryland,79,,
01/04/2003,Robert Morris,49,Pittsburgh,85,,
01/04/2003,Texas Pan American,50,Baylor,78,,
01/04/2003,Florida A&M,55,Delaware St.,62,,
01/04/2003,South Carolina St.,81,Morgan St.,79,1,
01/04/2003,Hampton,55,Maryland Eastern Shore,45,,
01/04/2003,Butler,68,Illinois Chicago,65,,
01/04/2003,Monmouth,75,Fairleigh Dickinson,72,,
01/04/2003,Old Dominion,64,Virginia Commonwealth,73,,
01/04/2003,Birmingham Southern,69,Charleston Southern,61,,
01/04/2003,Missouri,88,Iowa,82,,
01/04/2003,Wisconsin Green Bay,72,Detroit,87,,
01/04/2003,Evansville,60,Indiana St.,86,,
01/04/2003,Illinois St.,65,Southern Illinois,74,,
01/04/2003,Nevada,60,Tulsa,63,,
01/04/2003,Florida St.,76,Virginia Tech,69,,
01/04/2003,Xavier,58,Alabama,65,,
01/04/2003,Southwest Texas St.,71,Northwestern St.,62,,
01/04/2003,McNeese St.,69,Stephen F. Austin,79,,
01/04/2003,Navy,43,Air Force,56,,
01/04/2003,Eastern Michigan,85,Kent St.,88,,
01/04/2003,North Carolina,61,Miami FL,64,1,
01/04/2003,High Point,81,Radford,67,,
01/04/2003,Elon,65,Winthrop,82,,
01/04/2003,Brigham Young,65,Oklahoma St.,78,n,"Oklahoma City, OK"
01/04/2003,St. Francis PA,64,American,54,,
01/04/2003,Delaware,69,James Madison,54,,
01/04/2003,Hofstra,47,NC Wilmington,71,,
01/04/2003,Towson,55,William & Mary,74,,
01/04/2003,Providence,81,Siena,89,,
01/04/2003,Wisconsin Milwaukee,70,Cleveland St.,58,,
01/04/2003,UCLA,98,Washington St.,83,,
01/04/2003,St. Francis NY,68,Lehigh,74,,
01/04/2003,Gardner Webb,53,Georgia St.,56,,
01/04/2003,Campbell,78,Jacksonville St.,82,,
01/04/2003,Mercer,86,Stetson,72,,
01/04/2003,Albany,71,Maine,90,,
01/04/2003,La Salle,83,Rutgers,75,1,
01/04/2003,Western Michigan,54,Marshall,66,,
01/04/2003,North Carolina A&T,41,Coppin St.,68,,
01/04/2003,New Mexico,64,Tennessee,71,,
01/04/2003,Oakland,53,Illinois,88,,
01/04/2003,Morris Brown,30,Tulane,88,,
01/04/2003,Western Kentucky,65,Middle Tennessee St.,69,,
01/04/2003,Southeast Louisiana,55,Lamar,63,,
01/04/2003,Nicholls St.,45,Sam Houston St.,84,,
01/04/2003,Southern Methodist,77,Louisiana Tech,89,,
01/04/2003,Texas A&M Corpus Chris,80,Savannah St.,53,,
01/04/2003,Long Island,42,Northwestern,70,,
01/04/2003,Mississippi Valley St.,72,Arkansas Pine Bluff,52,,
01/04/2003,Westminster (MO),58,Austin Peay,82,,
01/04/2003,Centenary,89,Texas Christian,102,,
01/04/2003,Colgate,54,Oral Roberts,78,,
01/04/2003,Harding,80,Arkansas Little Rock,82,,
01/04/2003,Louisiana Lafayette,72,Houston,56,,
01/04/2003,Eastern Illinois,85,Southeast Missouri St.,75,,
01/04/2003,Eastern Kentucky,109,Tennessee St.,83,,
01/04/2003,Texas San Antonio,82,Louisiana Monroe,65,,
01/04/2003,Grambling,70,Alabama A&M,74,,
01/04/2003,Prairie View A&M,77,Alcorn St.,70,,
01/04/2003,Texas Southern,66,Southern,61,,
01/04/2003,Arizona St.,73,Oregon,94,,
01/04/2003,Wyoming,60,Montana St.,56,N,"Billings, MT"
01/04/2003,Pennsylvania,57,Colorado,80,,
01/04/2003,Southern California,72,Washington,76,,
01/04/2003,Jackson St.,58,Alabama St.,70,,
01/04/2003,San Jose St.,68,Texas El Paso,80,,
01/04/2003,Michigan St.,58,Oklahoma,60,n,"Oklahoma City, OK"
01/04/2003,Southern Utah,68,Northern Arizona,85,,
01/04/2003,UC Riverside,77,Cal Poly,83,,
01/04/2003,Utah St.,54,Pacific,66,,
01/04/2003,Cal St. Fullerton,57,UC Santa Barbara,55,1,
01/04/2003,Stanford,59,California,72,,
01/04/2003,Brown,52,San Francisco,81,,
01/04/2003,Portland,74,Eastern Washington,89,,
01/04/2003,Idaho,73,Cal St. Northridge,66,1,
01/04/2003,Santa Clara,53,Nevada Las Vegas,75,,
01/04/2003,UC Irvine,69,Long Beach St.,52,,
01/04/2003,Arizona,80,Oregon St.,65,,
01/04/2003,Rice,70,Fresno St.,71,,
01/05/2003,Massachusetts,67,Fordham,80,,
01/05/2003,Stony Brook,47,Vermont,66,,
01/05/2003,Rhode Island,80,St. Bonaventure,88,,
01/05/2003,Coast Guard,51,Army,63,,
01/05/2003,Yale,57,Fairfield,59,,
01/05/2003,Mount St. Mary's,64,Texas,80,,
01/05/2003,George Washington,65,Temple,68,,
01/05/2003,Northeastern,72,Boston College,67,,
01/05/2003,Lafayette,73,Cornell,80,,
01/05/2003,Wright St.,56,Loyola Chicago,67,,
01/05/2003,North Texas,94,Florida International,91,2,
01/05/2003,Drake,63,Creighton,84,,
01/05/2003,The Citadel,72,Davidson,86,,
01/05/2003,Virginia Military Inst,56,Western Carolina,78,,
01/05/2003,Villanova,68,Memphis,72,,
01/05/2003,Duquesne,56,Saint Joseph's,76,,
01/05/2003,Louisiana St.,63,Georgia,89,,
01/05/2003,Liberty,80,NC Asheville,81,,
01/05/2003,Virginia,63,North Carolina St.,75,,
01/05/2003,Duke,89,Clemson,71,,
01/06/2003,Norfolk St.,78,Maryland Eastern Shore,51,,
01/06/2003,Notre Dame,55,Pittsburgh,72,,
01/06/2003,Texas A&M Corpus Chris,56,Florida St.,72,,
01/06/2003,Sacred Heart,59,Columbia,58,,
01/06/2003,Central Connecticut,63,Loyola MD,65,,
01/06/2003,East Tennessee St.,94,Appalachian St.,108,,
01/06/2003,College of Charleston,88,Wofford,79,,
01/06/2003,Campbell,59,Georgia St.,92,,
01/06/2003,Mercer,71,Jacksonville,68,,
01/06/2003,Troy St.,85,Stetson,81,,
01/06/2003,Youngstown St.,70,Oakland,75,,
01/06/2003,South Carolina St.,67,Coppin St.,54,,
01/06/2003,Bethune Cookman,47,Delaware St.,70,,
01/06/2003,North Carolina A&T,68,Morgan St.,87,,
01/06/2003,Gardner Webb,69,Jacksonville St.,88,,
01/06/2003,Central Florida,59,Kansas St.,71,,
01/06/2003,Hampton,80,Howard,75,,
01/06/2003,Bryan,48,Tennessee Tech,104,,
01/06/2003,Jackson St.,82,Alabama A&M,68,,
01/06/2003,Texas Southern,71,Alcorn St.,70,,
01/06/2003,Prairie View A&M,88,Southern,86,,
01/06/2003,Kansas,83,Iowa St.,54,,
01/06/2003,Grambling,70,Alabama St.,79,,
01/06/2003,St. Mary's,59,Utah,65,,
01/06/2003,Portland,76,Montana St.,65,,
01/06/2003,Savannah St.,33,Air Force,56,,
01/06/2003,Point Loma,73,Loyola Marymount,71,,
01/06/2003,Texas Tech,75,San Diego St.,63,,
01/06/2003,Concordia (WI),68,Tennessee Martin,98,,
01/07/2003,Reinhardt,64,Western Carolina,63,,
01/07/2003,Illinois,76,Minnesota,70,,
01/07/2003,Elon,56,Wake Forest,98,,
01/07/2003,Richmond,67,Xavier,59,,
01/07/2003,Ball St.,57,Bowling Green,61,,
01/07/2003,Florida A&M,76,Morris Brown,65,,
01/07/2003,Miami FL,63,West Virginia,68,,
01/07/2003,Colgate,64,Dartmouth,54,,
01/07/2003,Siena,66,Manhattan,82,,
01/07/2003,Wisconsin Green Bay,87,Eastern Michigan,94,,
01/07/2003,Holy Cross,83,Quinnipiac,75,,
01/07/2003,Fairleigh Dickinson,63,Army,65,,
01/07/2003,Chattanooga,72,NC Greensboro,56,,
01/07/2003,St. Francis NY,62,Binghamton,74,,
01/07/2003,IUPUI,80,IUPU Ft. Wayne,86,1,
01/07/2003,Emmanuel,55,The Citadel,88,,
01/07/2003,MD Baltimore County,43,Princeton,76,,
01/07/2003,Robert Morris,53,Bucknell,66,,
01/07/2003,Furman,64,Georgia Southern,71,,
01/07/2003,Centenary (NJ),42,Lafayette,97,,
01/07/2003,St. Ambrose,83,Western Illinois,110,,
01/07/2003,Connecticut,63,Oklahoma,73,,
01/07/2003,Centenary,58,Missouri,88,,
01/07/2003,Mount St. Mary's,47,Baylor,80,,
01/07/2003,Tulane,73,Memphis,85,,
01/07/2003,Indiana St.,55,Wichita St.,71,,
01/07/2003,Illinois St.,64,Northern Iowa,66,,
01/07/2003,Lipscomb,60,Nebraska,70,,
01/07/2003,Marquette,60,St. Louis,54,,
01/07/2003,Florida,74,Mississippi St.,66,,
01/07/2003,Colorado St.,72,Colorado,93,,
01/07/2003,Northern Arizona,57,New Mexico,59,,
01/07/2003,sacramento st.,52,Portland St.,65,,
01/08/2003,Georgetown,86,Duke,93,,
01/08/2003,Cornell,55,Georgia Tech,81,,
01/08/2003,La Salle,72,Dayton,76,,
01/08/2003,Saint Joseph's,75,St. Bonaventure,58,,
01/08/2003,George Mason,67,Hofstra,70,,
01/08/2003,Maine,64,New Hampshire,74,,
01/08/2003,James Madison,64,Towson,51,,
01/08/2003,Northeastern,81,Vermont,89,,
01/08/2003,Charleston Southern,58,NC Asheville,71,,
01/08/2003,Coastal Carolina,64,Winthrop,50,,
01/08/2003,Old Dominion,67,NC Wilmington,57,,
01/08/2003,Delaware,74,William & Mary,72,,
01/08/2003,UAB,79,South Florida,69,,
01/08/2003,Rider,53,Brown,65,,
01/08/2003,American,55,Pennsylvania,66,,
01/08/2003,Rhode Island,81,Yale,69,,
01/08/2003,Marshall,69,Buffalo,63,,
01/08/2003,Kent St.,60,Miami OH,52,,
01/08/2003,Akron,104,Ohio,112,4,
01/08/2003,Northern Illinois,72,Toledo,65,,
01/08/2003,Central Michigan,80,Western Michigan,75,,
01/08/2003,Boston University,66,Albany,63,,
01/08/2003,Hartford,68,Stony Brook,61,,
01/08/2003,Haverford,74,Lehigh,86,,
01/08/2003,Louisville,80,Charlotte,59,,
01/08/2003,Temple,54,Duquesne,61,,
01/08/2003,St. John's,71,Providence,75,,
01/08/2003,Syracuse,70,Seton Hall,66,,
01/08/2003,Virginia Tech,81,Villanova,92,1,
01/08/2003,Drexel,74,Virginia Commonwealth,73,,
01/08/2003,Loyola MD,60,Fairfield,72,,
01/08/2003,Canisius,73,Iona,82,,
01/08/2003,Niagara,76,Marist,68,,
01/08/2003,Mississippi,49,South Carolina,55,,
01/08/2003,Wagner,74,Sacred Heart,63,,
01/08/2003,Kentucky,74,Tennessee,71,,
01/08/2003,Penn St.,65,Indiana,78,,
01/08/2003,Hampton,58,Maryland,108,,
01/08/2003,Arkansas,51,Alabama,61,,
01/08/2003,Davidson,64,North Carolina,79,,
01/08/2003,Wisconsin,65,Michigan,66,,
01/08/2003,Texas A&M Corpus Chris,58,Oklahoma St.,91,,
01/08/2003,Texas Christian,64,Southern Mississippi,72,,
01/08/2003,Norfolk St.,73,Howard,68,,
01/08/2003,Vanderbilt,59,Auburn,62,,
01/08/2003,Houston,51,Louisiana St.,80,,
01/08/2003,Iowa,68,Northwestern,63,,
01/08/2003,Radford,65,Birmingham Southern,83,,
01/08/2003,Creighton,65,Bradley,58,,
01/08/2003,Southern Illinois,90,Evansville,84,,
01/08/2003,DePaul,56,Cincinnati,64,,
01/08/2003,Southwest Missouri St.,74,Drake,72,2,
01/08/2003,Rice,85,Texas Pan American,79,,
01/08/2003,Savannah St.,77,Wyoming,112,,
01/08/2003,Brigham Young,69,Weber St.,75,,
01/08/2003,UC Irvine,65,Cal St. Fullerton,66,1,
01/08/2003,San Diego,72,San Diego St.,78,,
01/08/2003,Southern California,80,UCLA,75,,
01/08/2003,Roanoke,88,Harvard,93,,
01/09/2003,Ohio St.,55,Michigan St.,66,,
01/09/2003,Columbia,47,Massachusetts,66,,
01/09/2003,High Point,70,Liberty,74,,
01/09/2003,Cleveland St.,55,Youngstown St.,57,,
01/09/2003,Loyola Chicago,74,Butler,81,1,
01/09/2003,Detroit,64,Wright St.,67,,
01/09/2003,Eastern Illinois,71,Morehead St.,75,,
01/09/2003,Denver,71,Florida International,60,,
01/09/2003,Samford,62,Campbell,53,,
01/09/2003,Southeast Missouri St.,93,Eastern Kentucky,77,,
01/09/2003,Belmont,103,Gardner Webb,86,,
01/09/2003,Monmouth,75,Long Island,74,,
01/09/2003,Missouri Kansas City,80,Chicago St.,70,,
01/09/2003,Wisconsin Milwaukee,92,Illinois Chicago,102,,
01/09/2003,Tennessee Tech,52,Murray St.,64,,
01/09/2003,Florida Atlantic,72,Troy St.,77,,
01/09/2003,Middle Tennessee St.,65,Arkansas St.,58,,
01/09/2003,Western Kentucky,74,Arkansas Little Rock,66,,
01/09/2003,Louisiana Lafayette,89,South Alabama,93,,
01/09/2003,Austin Peay,64,Tennessee Martin,66,,
01/09/2003,Washington,57,Arizona St.,89,,
01/09/2003,Northwestern St.,56,McNeese St.,71,,
01/09/2003,Stephen F. Austin,66,Nicholls St.,39,,
01/09/2003,Texas Arlington,65,Southeast Louisiana,50,,
01/09/2003,Portland St.,48,Montana St.,52,,
01/09/2003,Sam Houston St.,60,Southwest Texas St.,69,,
01/09/2003,Lamar,79,Texas San Antonio,81,1,
01/09/2003,Cal Poly,67,Utah St.,81,,
01/09/2003,Oral Roberts,58,Southern Utah,73,,
01/09/2003,Eastern Washington,72,Montana,62,,
01/09/2003,Oregon,72,California,88,,
01/09/2003,Oregon St.,54,Stanford,57,,
01/09/2003,Loyola Marymount,73,Gonzaga,85,,
01/09/2003,Pepperdine,82,Portland,68,,
01/09/2003,Louisiana Tech,80,San Jose St.,67,,
01/09/2003,Long Beach St.,73,UC Riverside,77,,
01/09/2003,Boise St.,54,Fresno St.,61,,
01/09/2003,UC Santa Barbara,62,Idaho,53,,
01/09/2003,Texas El Paso,66,Nevada,78,,
01/09/2003,Washington St.,69,Arizona,82,,
01/09/2003,Southern Methodist,55,Hawaii,72,,
01/09/2003,New Mexico St.,55,New Orleans,65,,
01/10/2003,Niagara,71,Manhattan,88,,
01/10/2003,Canisius,78,Marist,83,,
01/10/2003,Iona,55,Siena,65,,
01/10/2003,Loyola MD,58,St. Peter's,83,,
01/10/2003,Jacksonville,75,Stetson,71,,
01/11/2003,Miami FL,80,Connecticut,83,1,
01/11/2003,North Carolina,72,Virginia,79,,
01/11/2003,Duquesne,72,Dayton,77,,
01/11/2003,Detroit,68,Butler,76,,
01/11/2003,Belmont,73,Campbell,63,,
01/11/2003,Chattanooga,78,College of Charleston,68,,
01/11/2003,Northwestern,68,Purdue,82,,
01/11/2003,Tennessee,66,Mississippi,64,,
01/11/2003,Vermont,62,Boston University,65,,
01/11/2003,NC Wilmington,88,Drexel,86,1,
01/11/2003,James Madison,65,Hofstra,58,,
01/11/2003,Northern Illinois,66,Ball St.,64,,
01/11/2003,NC Greensboro,60,Appalachian St.,91,,
01/11/2003,Georgia Southern,91,Virginia Military Inst,84,,
01/11/2003,New Hampshire,58,Albany,61,,
01/11/2003,Stony Brook,59,Binghamton,64,,
01/11/2003,Florida St.,62,Maryland,89,,
01/11/2003,Nebraska,59,Kansas,92,,
01/11/2003,St. Louis,54,Louisville,73,,
01/11/2003,Massachusetts,47,Saint Joseph's,76,,
01/11/2003,Northeastern,75,Hartford,82,,
01/11/2003,Coastal Carolina,77,High Point,75,,
01/11/2003,Nevada Las Vegas,75,DePaul,70,,
01/11/2003,Bowling Green,78,Kent St.,74,,
01/11/2003,Eastern Michigan,54,Western Michigan,87,,
01/11/2003,Wofford,60,Furman,59,,
01/11/2003,Denver,59,North Texas,55,,
01/11/2003,Michigan St.,64,Iowa,68,,
01/11/2003,Southwest Missouri St.,63,Wichita St.,67,,
01/11/2003,Georgia,63,Florida,66,,
01/11/2003,Fairfield,66,Rider,59,,
01/11/2003,Ohio,84,Central Michigan,87,,
01/11/2003,St. John's,80,UCLA,65,,
01/11/2003,Western Carolina,66,Davidson,83,,
01/11/2003,IUPU Ft. Wayne,59,Utah,76,,
01/11/2003,Auburn,52,Arkansas,37,,
01/11/2003,Tulsa,94,Rice,77,,
01/11/2003,American,52,Bucknell,63,,
01/11/2003,Lafayette,64,Colgate,66,,
01/11/2003,Army,45,Holy Cross,61,,
01/11/2003,Lehigh,76,Navy,59,,
01/11/2003,Colorado,54,Oklahoma,69,,
01/11/2003,George Washington,49,La Salle,67,,
01/11/2003,Cincinnati,83,Texas Christian,72,,
01/11/2003,Morris Brown,52,Clemson,75,,
01/11/2003,North Carolina St.,61,Georgia Tech,85,,
01/11/2003,Providence,67,Villanova,81,,
01/11/2003,Penn St.,53,Michigan,66,,
01/11/2003,Howard,63,Bethune Cookman,58,,
01/11/2003,Maryland Eastern Shore,89,Florida A&M,92,2,
01/11/2003,Morgan St.,75,Hampton,91,,
